Molecular Weight,LogP,TPSA,HBD,HBA,Rotatable Bonds,Ring Count,Heavy Atoms,Fraction Csp3
446.9100000000002,4.275600000000003,68.74000000000001,1,7,8,4,31,0.36363636363636365
